,completeness,number_of_cds,type,length
ProGenomes_358396_PRJNA16192,99.43,4305,WGS,4324184
MarDB_Arenibacter_certesii,99.67,4175,WGS,4989752
MarDB_Methylarcula_marina_strain_VKM_B-2159,98.34,4236,WGS,4232553
MarDB_GCA_003663355.1_ASM366335v1,80.37,926,MAG,751672
MarDB_GCF_003345655.1_ASM334565v1,98.63,3794,WGS,4185419
MarDB_GCF_003570715.1_ASM357071v1,99.7,4505,WGS,4661677
MAGsDB_TARA_ANW_MAG_00013,92.31,1850,MAG,2062092
MarDB_Microbulbifer_sp_Q7,99.14,3189,WGS,3953172
MarDB_Acuticoccus_yangtzensis_strain_JL1095,96.49,4405,WGS,5043264
MarDB_Pseudoalteromonas_rubra_S2471,99.89,4893,WGS,5760707
MarDB_Pseudoalteromonas_sp_Bsi20652,100.0,4089,WGS,4253937
MarDB_Vibrio_galatheae_S2757,100.0,3746,WGS,4065200
MarRef_Citromicrobium_sp_JL477,99.59,3166,WGS,3258500
MarDB_Cycloclasticus_sp_46_120_T64,97.59,2094,MAG,2210308
MarDB_Mollicutes_bacterium_HR2,92.0,2280,WGS,2115619
MarDB_Dysgonomonas_alginatilytica_strain_DSM_100214,100.0,4333,WGS,5120703
ProGenomes_596153_PRJNA41663,99.54,4388,WGS,4637013
MarDB_GCA_003650965.1_ASM365096v1,75.46,1815,MAG,1310030
MAGsDB_PBTT01,84.04,2239,MAG,2380199
MarDB_Gemmatimonadetes_bacterium_strain_SZUA-110,76.86,3542,MAG,3281369
MarDB_Vibrio_gigantis_LGP_13,99.59,5048,WGS,5677079
MAGsDB_NZNS01,100.0,3276,MAG,3422461
MarDB_GCF_003609795.1_ASM360979v1,98.98,5233,WGS,5563895
MAGsDB_TARA_ANE_MAG_00014,86.13,1036,MAG,946546
MarDB_Halomonas_lionensis_RHS90,84.85,4450,WGS,3646653
MarDB_Methylobacter_marinus_A45,98.75,4488,WGS,4988793
ProGenomes_768672_PRJNA49401,100.0,1478,WGS,1384116
MarDB_Rhodococcus_sp_PML026,99.19,4850,WGS,5177771
MarDB_GCA_003662305.1_ASM366230v1,86.45,1378,MAG,1116001
MAGsDB_TARA_RED_MAG_00004,96.81,1998,MAG,2103638
MAGsDB_PAOO01,78.38,1689,MAG,1797984
MarRef_Chloroherpeton_thalassium_ATCC_35110,99.45,2819,WGS,3293457
MAGsDB_PAQF01,98.84,4325,MAG,5196966
MarDB_GCA_003486205.1_ASM348620v1,76.49,5411,MAG,6084979
MarDB_Prochlorococcus_sp_AG-402-L09,87.09,1821,SAG,1617585
MAGsDB_TARA_PSW_MAG_00068,76.86,1286,MAG,1330506
MarDB_Robiginitomaculum_sp_strain_NORP13,98.38,3337,MAG,3476002
MarDB_Streptomyces_sp_PTY087I2,99.84,7084,WGS,8164110
MAGsDB_NZAM01,97.95,4271,MAG,4499202
MarDB_Bacillus_stratosphericus_LAMA_585,99.59,3817,WGS,3705644
MAGsDB_DDGE01,88.48,3151,MAG,3534264
MarDB_Desulfofaba_hansenii_strain_P1,99.33,5353,WGS,6711238
MarDB_Desulfosarcina_sp_BuS5,99.19,3565,WGS,3600572
MAGsDB_DFVV01,79.06,3070,MAG,3367567
MarDB_Micrococcales_bacterium_UBA3432,83.01,1267,MAG,1211397
MarRef_Marinobacter_sp_BSs20148,100.0,3755,WGS,4063865
MarRef_Altererythrobacter_dongtanensis_strain_KCTC_22672,99.52,2905,WGS,3009496
MarDB_Pelagibacterales_bacterium_MED-G40,89.79,974,MAG,911758
MarDB_Oceanospirillum_sp_AK56,100.0,3451,WGS,4051288
MarRef_Maribacter_sp_HTCC2170,99.5,3409,WGS,3868305
MarDB_Pseudoalteromonas_sp_PAMC_28425,100.0,4367,WGS,4972585
MAGsDB_PBJO01,95.47,1848,MAG,2172123
MAGsDB_TARA_SOC_MAG_00003,94.18,1668,MAG,1857767
MarDB_Hoeflea_phototrophica,99.22,4231,WGS,4468466
MarDB_Nitrobacter_sp_Nb-311A,98.87,4053,WGS,4107281
MarDB_Oceanococcus_atlanticus_22II-S10r2,98.82,3297,WGS,3652004
MarRef_Archaeoglobus_veneficus_SNP6,99.35,2153,WGS,1901944
MAGsDB_NHER01,78.26,1996,MAG,1781048
ProGenomes_329726_PRJNA12997,99.53,5920,WGS,6503724
MAGsDB_TARA_MED_MAG_00044,83.95,1808,MAG,1979555
MarDB_Labrenzia_sp_OB1,100.0,5581,WGS,6002355
MarDB_Gilvimarinus_polysaccharolyticus_YN3,100.0,3244,WGS,3746058
MarDB_Aquimarina_sp_I32_4,97.34,4576,WGS,4988869
MarDB_Prochlorococcus_sp_AG-402-K21,98.1,1886,SAG,1635769
MarDB_Marinovum_algicola_CECT_5396,99.34,5114,WGS,5304586
ProGenomes_521674_PRJNA29411,99.93,4229,WGS,5423075
MarDB_Oceanicaulis_sp_BBD_1991-10,97.14,3112,MAG,3223514
MAGsDB_DJLN01,82.3,1316,MAG,1361495
MAGsDB_PBRP01,86.01,3685,MAG,3924218
MarDB_GCA_003645905.1_ASM364590v1,92.79,2747,MAG,2708036
MarDB_Prochlorococcus_sp_AG-347-J20,90.67,1624,SAG,1403792
MarRef_Hyphomonas_neptunium_ATCC_15444,99.68,3503,WGS,3705022
MarDB_Candidatus_Pelagibacter_sp_HTCC7211,100.0,1544,WGS,1456889
MarDB_GCA_003662995.1_ASM366299v1,96.73,3361,MAG,2609224
MarDB_Planctomycetes_bacterium_strain_NORP80,86.56,2698,MAG,3086091
MarDB_Marinicaulis_flavus_strain_SY-3-19,98.3,4506,WGS,4924481
MarDB_Rhodobacteraceae_bacterium_WDS4C29,98.79,3215,WGS,3272033
MarDB_Marinomonas_sp_SBI8L,99.57,4749,WGS,5191230
MarDB_Marinomonas_alcarazii_strain_CECT_7730,100.0,3591,WGS,3969578
MarDB_Enhygromyxa_salina_strain_SWB005,97.1,7094,WGS,9010436
MAGsDB_DAYJ01,78.67,1583,MAG,1799184
MarDB_Deltaproteobacteria_bacterium_SM23_61,85.66,3971,WGS,4241462
MarDB_Salinihabitans_flavidus_strain_DSM_27842,99.3,3965,WGS,4088600
MarDB_Virgibacillus_sp_IO5-P3-B8,98.67,4414,WGS,4407795
MarDB_Cryomorphaceae_bacterium_BACL18_MAG-120924-bin36,87.06,1701,MAG,1459717
MarDB_Jannaschia_faecimaris_strain_DSM_100420,98.91,3845,WGS,3810758
MarDB_Halobacteriovorax_sp_JY17,93.9,3304,WGS,3470022
MAGsDB_TARA_RED_MAG_00034,82.61,2318,MAG,2440868
MAGsDB_DDDD01,90.0,2403,MAG,2464447
MarDB_Flavobacterium_sp_ACAM123,99.12,3617,WGS,3955606
MarDB_Methyloprofundus_sedimenti_WF1,99.66,3995,WGS,4290526
ProGenomes_582899_PRJNA33261,99.8,3550,WGS,3638969
MAGsDB_DKAH01,95.54,1905,MAG,2147831
ProGenomes_1085028_PRJNA70851,86.78,2865,WGS,2982938
MarDB_Sphingomonas_sp_WG,99.48,3786,WGS,4039000
MAGsDB_NZHU01,75.74,2269,MAG,2720784
ProGenomes_107635_PRJNA161487,100.0,4620,WGS,5090474
MAGsDB_NYYE01,92.47,1896,MAG,2099918
MarDB_GCF_003633715.1_ASM363371v1,98.95,1702,WGS,1621718
MAGsDB_PBMP01,86.88,3851,MAG,3997395
MarDB_Alteromonadales_bacterium_BS08,99.46,4064,WGS,4836223
MarDB_Rhodobacteraceae_bacterium_O3.65,99.12,4630,WGS,4862078
MAGsDB_PBKU01,86.27,2568,MAG,2793604
MarDB_GCA_003661565.1_ASM366156v1,93.46,1481,MAG,1298017
MarRef_Altererythrobacter_atlanticus_strain_26DY36,99.48,3274,WGS,3475107
MAGsDB_TARA_PON_MAG_00007,92.74,1369,MAG,1496682
MarRef_Cellulophaga_algicola_DSM_14237,99.67,4280,WGS,4888354
MarDB_Ignavibacteriae_bacterium_strain_DOLZORAL124_34_18,92.74,2147,MAG,2426814
MarDB_Rhodobacteraceae_bacterium_O448,99.6,4287,WGS,4470827
MAGsDB_NZFU01,75.2,1435,MAG,1679080
MarRef_Pseudoalteromonas_rubra_strain_SCSIO_6842,99.89,4963,WGS,5913781
MarRef_Colwellia_sp_PAMC_20917,99.14,3977,WGS,4683315
MarDB_Oceanibulbus_sp_HI0040,99.32,4530,WGS,4181429
MarDB_Cellvibrionales_bacterium_strain_NORP45,94.11,2988,MAG,3073031
MAGsDB_NHBS01,94.51,1501,MAG,1347538
MarDB_Longimonas_halophila_strain_KCTC_42399,99.13,3083,WGS,3729970
MAGsDB_DBVA01,87.1,2326,MAG,2570428
MarDB_Spirochaetes_bacterium_strain_SZUA-423,90.95,3390,MAG,3566456
MarDB_GCA_003648085.1_ASM364808v1,75.76,3018,MAG,3048690
MarDB_Spirochaeta_cellobiosiphila,100.0,3676,WGS,3949849
MAGsDB_TARA_ANW_MAG_00026,93.01,1779,MAG,1602682
MarDB_Pelagibacteraceae_bacterium_AG-349-L17,84.77,1283,SAG,1216121
ProGenomes_416348_PRJNA18455,99.76,3235,WGS,3261238
MarDB_GCA_003645615.1_ASM364561v1,89.01,2235,MAG,2229852
MarDB_Maribacter_sp_strain_DOLZORAL124_41_26,79.87,1900,MAG,2070313
MAGsDB_TARA_RED_MAG_00045,90.49,2660,MAG,2493810
MarDB_Rhodospira_trueperi_strain_ATCC_700224,100.0,3706,WGS,4211332
MarRef_Myroides_profundi_D25,99.65,3580,WGS,4064535
MarDB_Halolamina_pelagica_strain_CGMCC_110329,97.21,3218,WGS,3160634
MarRef_Dokdonia_sp_PRO95,98.86,2978,WGS,3305194
MAGsDB_PBLD01,84.38,2903,MAG,3208965
MarDB_Shewanella_sp_Actino-trap-3,97.67,3894,WGS,4554090
MarDB_Fluviicola_sp_XM-24bin1,99.46,3286,MAG,3630065
MarDB_Marinimicrobia_bacterium_TCS52,75.82,1123,MAG,1175592
MarDB_Oleibacter_marinus_DSM_24913,98.55,3475,WGS,3859465
MarDB_Pseudorhodobacter_aquimaris_KCTC_23043,98.48,3862,WGS,3818438
MarRef_Methanocaldococcus_jannaschii_DSM_2661,99.52,1877,WGS,1739928
MarRef_Psychromonas_ingrahamii_37,100.0,3828,WGS,4559599
MarRef_Candidatus_Thioglobus_sp_EF1,99.17,1618,WGS,1512450
MarDB_Ilumatobacter_nonamiense_YM16-303,99.15,4164,WGS,4282233
MarDB_Paludifilum_halophilum_DSM_102817,99.23,3771,WGS,3789765
MarDB_Paracoccus_seriniphilus_DSM_14827,99.09,3990,WGS,4195486
MarDB_Gammaproteobacteria_bacterium_strain_DOLZORAL124_62_170,75.6,2604,MAG,3020978
MarDB_Halostagnicola_kamekurae_strain_DSM_22427,99.2,4148,WGS,4108148
MarDB_Bacillus_sp_4048,99.34,5684,WGS,5531432
MarDB_Haloprofundus_marisrubri,99.24,4029,WGS,3929558
MarDB_Vibrio_panuliri_strain_CAIM_703,99.74,4273,WGS,4737131
ProGenomes_1047013_PRJNA192324,86.9,2731,WGS,2970774
MAGsDB_NZNH01,89.74,2717,MAG,2727227
MAGsDB_NYVQ01,80.96,1957,MAG,1934576
MarDB_Halomonas_ilicicola_DSM_19980,99.5,3692,WGS,3960293
MarDB_SAR116_cluster_bacterium_AG-447-C21,80.29,2612,SAG,2670740
MarDB_Methylophilales_bacterium_LSUCC0135,99.57,2110,WGS,2106880
MarRef_Leuconostoc_lactis_strain_WiKim40,100.0,1699,WGS,1788070
MAGsDB_DCYW01,78.27,664,MAG,603278
ProGenomes_761193_PRJNA49125,100.0,5678,WGS,6568739
MarDB_Burkholderiales_bacterium_UBA1834,89.6,3935,MAG,4421580
MAGsDB_PAZY01,96.64,3501,MAG,3649144
MarRef_Cyclobacterium_amurskyense_strain_KCTC_12363,100.0,4937,WGS,6158830
MAGsDB_TARA_ION_MAG_00033,83.27,1370,MAG,1506618
MarDB_GCF_900454895.1_51184_D02,94.75,1984,WGS,2181724
MarDB_Vibrio_europaeus_strain_PP-638,99.96,5024,WGS,5469457
MarDB_Streptomyces_sp_AVP053U2,99.79,7122,WGS,7687138
MarDB_Methyloceanibacter_superfactus_strain_R-67175,93.45,3368,WGS,3100100
MarDB_Bacteroidetes_bacterium_strain_Spr30G08_bin33,96.57,2052,MAG,2089871
MarDB_Salinibacter_sp_10B,98.84,3940,WGS,4752427
MarDB_Sulfitobacter_delicatus_strain_DSM_16477,99.57,3903,WGS,3936079
MarDB_GCF_003315795.1_ASM331579v1,100.0,9113,WGS,9809379
MarDB_Streptomyces_sp_TAA040,98.13,4747,WGS,5311813
ProGenomes_1333523_PRJNA202311,97.53,3105,WGS,3255260
MarDB_GCF_003610775.1_ASM361077v1,100.0,4051,WGS,4474452
MarDB_Kriegella_aquimaris_strain_DSM_19886,99.67,5019,WGS,6057243
MarDB_GCF_003572205.1_ASM357220v1,99.89,4359,WGS,4681076
MarDB_GCA_003501565.1_ASM350156v1,80.17,6283,MAG,7219484
MarDB_GCA_003660965.1_ASM366096v1,75.4,990,MAG,812789
MAGsDB_DFWB01,89.99,3005,MAG,3479532
MarDB_Idiomarina_woesei,99.33,2299,WGS,2437752
MAGsDB_DARJ01,75.52,1524,MAG,1698494
MarDB_GCA_003648845.1_ASM364884v1,81.02,2067,MAG,1881134
MarDB_Kribbia_dieselivorans_NBRC_106261,98.78,3246,WGS,3293903
MarDB_Oceanotoga_teriensis_strain_DSM_24906,100.0,2654,WGS,2793031
MarDB_Rubrivirga_marina_SAORIC-28,97.27,4257,WGS,4981075
MarDB_Rhodobacteraceae_bacterium_WDS1C4,98.69,2911,WGS,2916130
MAGsDB_PAHY01,95.16,3225,MAG,3853292
MAGsDB_DFBJ01,93.2,3359,MAG,3549325
MarDB_Vibrio_maritimus_strain_CAIM_1455,96.7,6558,WGS,5847864
MAGsDB_PATE01,90.11,4558,MAG,4765829
MAGsDB_PCCI01,77.6,989,MAG,1008017
MarRef_Croceicoccus_naphthovorans_strain_PQ-2,99.46,3881,WGS,3863563
MAGsDB_DFBU01,90.19,1758,MAG,1752986
MarRef_Haloferax_gibbonsii_strain_ARA6,99.44,3862,WGS,3918455
ProGenomes_1121448_PRJNA205164,100.0,3266,WGS,3693999
MarDB_Candidatus_Nitrosopumilus_salaria_BD31,92.39,2092,WGS,1572958
MAGsDB_TARA_PSW_MAG_00033,88.54,1891,MAG,1761169
MAGsDB_DEIM01,86.41,2613,MAG,2481553
MarDB_Algoriphagus_faecimaris_strain_DSM_23095,100.0,4164,WGS,4667645
MAGsDB_PBZM01,76.68,1606,MAG,1521562
MarRef_Marinitoga_sp_1137,98.28,2136,WGS,2290182
MAGsDB_TARA_MED_MAG_00035,79.28,1554,MAG,1551707
MarDB_GCA_003649615.1_ASM364961v1,93.46,1826,MAG,1583260
MarDB_Oceanicola_litoreus_strain_DSM_29440,98.69,4039,WGS,4095463
MarDB_Opitutaceae_bacterium_strain_TIC-2013-079,80.12,2887,WGS,2171216
MarRef_Persephonella_marina_EX-H1,99.8,2054,WGS,1983967
MarRef_Saccharophagus_degradans_2-40,100.0,4143,WGS,5057532
MAGsDB_DEAA01,96.49,3777,MAG,4120496
MarDB_Marinobacter_sp_AC-23,98.98,4494,WGS,4149716
MAGsDB_DAFJ01,81.27,1493,MAG,1756838
MarDB_Prochlorococcus_sp_AG-409-M05,82.07,1783,SAG,1692760
MarDB_GCA_003602475.1_ASM360247v1,81.48,1624,MAG,1945193
MarDB_Bacteroidetes_bacterium_strain_SZUA-213,77.09,3478,MAG,3162359
MAGsDB_DDIN01,99.11,3426,MAG,3523870
MarDB_Candidatus_Thioglobus_perditus_strain_CMC-S-2018,100.0,1743,MAG,1589048
MarDB_GCA_003650865.1_ASM365086v1,89.71,1514,MAG,1247919
MAGsDB_TARA_MED_MAG_00055,84.29,1308,MAG,1381381
MarDB_Glaciecola_pallidula,99.58,3850,WGS,4360694
MAGsDB_NYWV01,75.91,1883,MAG,1895048
MarDB_Synechococcus_sp_WH7805,99.73,2746,WGS,2627047
MarDB_SAR116_cluster_bacterium_AG-325-I21,82.5,2180,SAG,2159797
MarDB_Flavobacteriales_bacterium_strain_SZUA-72,88.52,4281,MAG,4135933
MarDB_Rhizobium_sp_MGL06,100.0,4933,WGS,5061980
MarDB_Streptomyces_sp_MP131-18,97.44,7069,WGS,7956642
MarDB_GCF_003402235.1_ASM340223v1,100.0,4384,WGS,5089065
MarDB_GCA_003672175.1_ASM367217v1,76.0,1389,MAG,1484247
MarDB_GCA_003645965.1_ASM364596v1,77.77,2406,MAG,2420289
MAGsDB_DALI01,77.41,1206,MAG,1331106
MAGsDB_TARA_MED_MAG_00015,91.98,1822,MAG,1779538
MarDB_Vibrio_toranzoniae_strain_CECT_7225,99.87,3982,WGS,4563367
MarRef_Serinicoccus_sp_JLT9,99.45,3373,WGS,3597395
MarDB_Gammaproteobacteria_bacterium_strain_NORP44,94.61,3250,MAG,3524650
MarRef_Methanohalobium_evestigatum_Z-7303,100.0,2403,WGS,2406233
MarDB_gamma_proteobacterium_symbiont_of_Ctena_orbiculata_strain_22G-40A,97.68,3885,MAG,4068818
MarDB_Endozoicomonas_atrinae_strain_WP70,98.92,6881,WGS,6831257
MAGsDB_DAEN01,91.91,1704,MAG,1688885
MarDB_Aquimarina_latercula,99.62,5548,WGS,6245253
MAGsDB_TARA_MED_MAG_00065,86.11,1666,MAG,1791206
MarDB_Desulfuromonas_sp_TF,99.24,4071,WGS,4402754
MarRef_Alteromonas_sp_RKMC_009,100.0,4284,WGS,4934803
MarDB_Pyrodictium_occultum,98.1,1682,WGS,1621728
MarDB_Thiomicrospira_sp_3,99.39,2232,WGS,2344435
MarDB_GCA_003661165.1_ASM366116v1,75.5,1493,MAG,1204084
MarDB_Gammaproteobacteria_bacterium_strain_SZUA-309,79.81,3328,MAG,3472494
MarDB_Candidatus_Cloacimonetes_bacterium_strain_DOLZORAL124_31_13,94.51,2168,MAG,2631586
MarDB_Salinibacterium_amurskyense_strain_DSM_16400,98.99,2623,WGS,2776536
MarDB_Amycolatopsis_marina_strain_CGMCC_43568,100.0,6671,WGS,7020700
MarRef_Draconibacterium_orientale_strain_FH5,99.89,4231,WGS,5132076
MarDB_Photobacterium_galatheae,78.52,4115,WGS,4533139
MAGsDB_DIBU01,98.97,3208,MAG,3525482
MAGsDB_NYXF01,83.64,1815,MAG,1764055
MarRef_Prochlorococcus_marinus_str_MIT_9301,99.46,1875,WGS,1641880
MarDB_Thiotrichaceae_bacterium_strain_NORP24,96.98,3197,MAG,3413871
MarRef_Oceanisphaera_profunda_SM1222,99.79,3046,WGS,3508860
ProGenomes_371731_PRJNA33855,96.46,3413,WGS,3514342
ProGenomes_1052801_PRJNA192282,88.24,1551,WGS,1413297
MarDB_Acidimicrobiales_bacterium_AG-414-N20,83.19,1799,SAG,1805654
MarDB_Pustulibacterium_marinum_strain_CGMCC_112333,99.01,3728,WGS,4209903
MAGsDB_DBBN01,93.81,2545,MAG,2684593
MAGsDB_PABC01,82.48,1597,MAG,1567482
MarDB_Pelagicola_sp_LXJ1103,98.93,3053,WGS,3103730
MarDB_Dethiosulfatibacter_aminovorans_DSM_17477,99.07,3680,WGS,4034122
MAGsDB_NZZV01,78.3,4232,MAG,4357178
MarDB_Mariprofundus_ferrooxydans_M34,100.0,2682,WGS,2736182
MarDB_Pseudoalteromonas_sp_H105,100.0,3939,WGS,4473741
MarDB_Rhodobacterales_bacterium_strain_DOLJORAL78_60_29,79.84,2499,MAG,2523902
MAGsDB_DEXE01,98.59,2851,MAG,2948433
MarDB_GCF_003590145.1_ASM359014v1,98.49,3794,WGS,4067555
MarDB_GCA_003649305.1_ASM364930v1,91.67,2386,MAG,2070048
MarDB_Lebetimonas_sp_JH292,98.58,1906,WGS,1641001
MarDB_Desulfotalea_sp_strain_NORP6,99.91,3548,MAG,4123694
MarDB_Henriciella_aquimarina_LMG_24711,99.18,4258,WGS,4335829
MarRef_Tamlana_sp_UJ94_MMP08295148,98.68,3652,WGS,4116543
MAGsDB_NZXX01,97.27,6090,MAG,6768311
MarDB_Micromonospora_sp_S4605,100.0,7094,WGS,7512417
MarDB_GCA_003646175.1_ASM364617v1,79.5,6958,MAG,8783141
MarDB_Cellulomonas_bogoriensis,99.13,3337,WGS,3183362
MAGsDB_PBPT01,90.11,2489,MAG,2358051
MAGsDB_DDEI01,92.11,2035,MAG,2293621
MarDB_Pedobacter_sp_BAL39,100.0,4935,WGS,5788055
MarDB_Muricauda_sp_K001,99.34,3397,WGS,3787458
MarRef_Prochlorococcus_marinus_str_MIT_9215,99.73,1986,WGS,1738791
MAGsDB_NZUA01,85.64,2479,MAG,2456834
MarDB_GCF_003386165.1_ASM338616v1,99.67,3684,WGS,4242526
MarDB_Nitratireductor_indicus_C115,99.51,4861,WGS,4992480
MAGsDB_PBRL01,83.66,1516,MAG,1603874
MarRef_Yersinia_aldovae_670-83,100.0,3987,WGS,4471091
ProGenomes_314277_PRJNA13587,98.39,4651,WGS,5137995
MAGsDB_NZID01,91.4,2057,MAG,2236066
MarDB_Flavobacteriaceae_bacterium_DSL-48,98.68,3604,WGS,4129331
MarDB_Loktanella_maritima_strain_DSM_101533,99.03,3650,WGS,3677387
MAGsDB_TARA_MED_MAG_00010,94.29,2606,MAG,2737786
MarDB_Nonlabens_arenilitoris_strain_KCTC_32109,98.26,3012,WGS,3323003
MarDB_GCA_003484235.1_ASM348423v1,80.66,4810,MAG,5249109
ProGenomes_1294123_PRJNA189433,99.4,1669,WGS,1506462
MAGsDB_DALQ01,79.6,1643,MAG,1871345
MarDB_Clostridia_bacterium_strain_SZUA-443,75.04,1967,MAG,1886764
MarDB_Novosphingobium_sp_MBES04MBES04,98.0,4996,WGS,5361449
MarDB_Tropicibacter_mediterraneus_M15O_3_strain_CECT_7615,99.15,5036,WGS,5278962
MarDB_Salinivibrio_sp_IB872,100.0,3395,WGS,3641359
MarDB_bacterium_BMS3Abin13,96.73,2286,MAG,2601522
MarDB_Psychromonas_arctica,99.46,4087,WGS,4745898
MAGsDB_PACE01,92.35,2093,MAG,2116609
MAGsDB_PAQU01,82.87,2785,MAG,3611953
MarDB_Nitratireductor_sp_StC3,99.88,4691,WGS,4926044
MarRef_Micromonospora_sp_WMMA2032,100.0,5948,WGS,6483419
MAGsDB_PABM01,86.21,1230,MAG,1327887
MarRef_Zunongwangia_profunda_SM-A87,99.62,4490,WGS,5128188
MarDB_gamma_proteobacterium_L1E11,98.68,5208,WGS,5791196
MarDB_GCF_003634925.1_ASM363492v1,99.6,3642,WGS,3718295
MAGsDB_PBWV01,98.92,2506,MAG,2545574
MAGsDB_PAEP01,76.9,2135,MAG,1935913
MarDB_Photobacterium_leiognathi_CUB1,99.4,4077,WGS,4629226
MarDB_Streptomyces_humi_strain_MUSC_119_strain_MUSC119T,100.0,8670,WGS,10014215
MarDB_marine_gamma_proteobacterium_HTCC2143,98.38,3588,WGS,3925630
MAGsDB_PBKG01,97.37,3714,MAG,3873432
MarDB_Pelagirhabdus_alkalitolerans_strain_S5,99.34,2410,WGS,2527602
MarDB_Alkaliphilus_sp_strain_NORP52,93.01,2758,MAG,2765838
MarDB_Flavobacteriales_bacterium_UBA3442,86.66,1409,MAG,1468084
MAGsDB_TARA_RED_MAG_00008,94.82,2729,MAG,3017963
MarDB_Arenibacter_catalasegens_strain_P308H10,99.67,4664,WGS,5453858
MarDB_Halomonas_zincidurans_B6,99.35,3214,WGS,3554761
MarDB_Marinomonas_sp_D104,100.0,3580,WGS,3833370
MarDB_Congregibacter_litoralis,99.57,3933,WGS,4351118
MarDB_Thiorhodovibrio_sp_970,99.9,4895,WGS,5342863
MarDB_Oceanisphaera_arctica_strain_V1-41,99.46,3302,WGS,3541369
MarRef_Halogeometricum_borinquense_DSM_11551,99.92,3954,WGS,3944468
ProGenomes_362418_PRJNA255951,98.94,4782,WGS,5501401
MAGsDB_DGOK01,92.12,3194,MAG,2934052
MarDB_GCF_003688555.1_ASM368855v1,100.0,3803,WGS,4423874
MarDB_Flavobacterium_sp_SCGC_AAA160-P02,89.1,2369,SAG,2544614
ProGenomes_96561_PRJNA18007,99.35,3315,WGS,3944167
MAGsDB_TARA_ION_MAG_00009,93.88,1830,MAG,1912389
MarDB_Brumimicrobium_sp_C305,100.0,3224,WGS,3846876
MarDB_Alphaproteobacteria_bacterium_MarineAlpha9_Bin3,95.7,1712,MAG,1624468
MAGsDB_PBLS01,76.68,2625,MAG,2730635
MarRef_endosymbiont_of_unidentified_scaly_snail_isolate_Monju,98.9,2583,WGS,2597760
MarRef_Methanocaldococcus_infernus_ME,99.05,1474,WGS,1328195
MAGsDB_DEMS01,80.6,2464,MAG,2823689
MarRef_Pseudoalteromonas_atlantica_T6c,100.0,4414,WGS,5187006
MarDB_Labrenzia_alba_CECT_7551,99.68,5609,WGS,5993249
MarDB_Ruegeria_sp_6PALISEP08,99.57,4362,WGS,4463207
MarDB_Thioclava_sp_DT23-4,99.7,3677,WGS,3822069
MarDB_Dissulfuribacter_thermophilus_strain_S69,98.19,2303,WGS,2524200
MarDB_Rhizobiales_bacterium_strain_NORP22,97.59,4161,MAG,4141788
MAGsDB_TARA_MED_MAG_00095,76.71,1261,MAG,1413342
MarDB_Maribacter_sedimenticola_DSM_19840,99.67,3697,WGS,4269365
MarDB_GCA_003353835.1_ASM335383v1,93.41,7154,MAG,6959851
MarDB_Halococcus_morrhuae_DSM_1307,97.8,3175,WGS,2991557
MarDB_GCF_900473955.1_GEYO,99.46,2674,WGS,2343605
MarRef_Candidatus_Endolissoclinum_faulkneri_L5,80.94,799,MAG,1518637
MAGsDB_DDDE01,86.05,2627,MAG,2603572
MAGsDB_TARA_ANW_MAG_00014,92.98,2470,MAG,2774374
MarDB_Neptunomonas_antarctica_DSM_22306,100.0,4176,WGS,4569005
MAGsDB_DEYU01,83.02,1556,MAG,1639280
MarDB_OCS116_cluster_bacterium_strain_NORP83,85.81,3501,MAG,3601390
MAGsDB_TARA_MED_MAG_00021,91.21,2111,MAG,2315206
MarDB_GCA_003641555.1_ASM364155v1,81.82,1897,MAG,1800312
MarDB_GCA_003646055.1_ASM364605v1,79.81,1902,MAG,1866734
MarDB_Mangrovibacter_sp_MFB070,99.89,4962,WGS,5361576
MarDB_Pseudophaeobacter_leonis_306,96.18,5342,WGS,4821592
MarRef_Spongiibacter_sp_IMCC21906,100.0,3234,WGS,3481670
MarDB_Photobacterium_sp_SKA34,98.69,4499,WGS,4992773
MAGsDB_DGCN01,96.98,3920,MAG,4325588
MarDB_SAR406_cluster_bacterium_SCGC_AAA160-B08,78.33,969,SAG,922550
MarDB_Candidatus_Aerophobetes_bacterium_strain_NORP91,84.63,1231,MAG,1315877
MarDB_Nitrococcus_mobilis_Nb-231,97.24,3486,WGS,3623682
MAGsDB_TARA_MED_MAG_00003,89.07,3400,MAG,3362945
MarDB_GCA_003712165.1_ASM371216v1,98.86,2780,MAG,3267608
MarDB_GCA_003648875.1_ASM364887v1,86.32,2317,MAG,2059389
MarDB_Idiomarina_sediminum,98.32,2408,WGS,2624475
MAGsDB_NHBR01,94.97,4282,MAG,4552748
MarDB_Bacillus_sp_DW5-4,99.48,3871,WGS,3736193
MarDB_Olleya_aquimaris_strain_DSM_24464,99.67,2658,WGS,2958257
MarDB_Thalassomonas_actiniarum_A5K-106,99.49,6303,WGS,7420858
MarDB_Bacillus_sp_NH24A2,97.62,5578,WGS,5453108
MarDB_Idiomarina_indica_strain_CGMCC_110824,98.2,2088,WGS,2206362
MAGsDB_TARA_MED_MAG_00018,96.24,1436,MAG,1550848
MarDB_Polaribacter_sp_BACL8_MAG-120531-bin13,93.65,1987,MAG,2086532
MAGsDB_TARA_PON_MAG_00033,75.73,1537,MAG,1836981
MarDB_Microbacterium_indicum,98.99,2646,WGS,2809960
MAGsDB_DCRZ01,98.51,3724,MAG,3932172
